type,sender,to,approveAmount,transferAmount,transferFromAmount,oldApproveState,newApproveState,oldBalanceState,newBalanceState,success
transferFrom,0xccc32ce2a04eb7ed5b89998610462684c5c4bbb0,0x4734b220dbfa7c1dd97658973e175f77d2effb77,0,0,4810000000.0,8100000000.0,3290000000.0,7215000000.0,2405000000.0,True
transferFrom,0xf5075248bcc808aab077ec939966a24895409272,0x274153c8b92cf00a604d5441529d835cc0d9a408,0,0,9270000000.0,8150000000.0,8150000000.0,13905000000.0,13905000000.0,False
approve,0xf60600c99539561ed7080cd1792d34145c303a98,0x46bd736e1b09108e09b4d0179c2724019d6fcba5,8260000000.0,0,0,9090000000.0,17350000000.0,12390000000.0,12390000000.0,True
transferFrom,0xde85b7ce1e57dddc0e9409419533009678dd0f15,0xde96db2f2a3b49c31c3179ec78d11d1db95b34df,0,0,5930000000.0,6020000000.0,90000000.0,8895000000.0,2965000000.0,True
approve,0x00015fe278eac6021b467927ab4d9cb916331415,0xfe4728164e80b0b5c807eff7b9ccbfea4a055370,9220000000.0,0,0,5540000000.0,14760000000.0,13830000000.0,13830000000.0,True
transferFrom,0xcd714f04a22a0963145b083d1da97c8ff61fd05b,0x91c04869ef15b4c55255efc9c9b4053d822c9ee7,0,0,410000000.0,8500000000.0,8090000000.0,615000000.0,205000000.0,True
approve,0xe02558115f9a1bea3bf6254129820041168abaa6,0xdbe5446d9835911ad729ec41332eaba74cac0b21,2760000000.0,0,0,9600000000.0,12360000000.0,4140000000.0,4140000000.0,True
transfer,0x4cd04ebefb0f77ea611886b0b7bd7309ff195bd2,0x2ae9e473010e15c892344f25e639c9b45da98551,0,680000000.0,0,5010000000.0,5010000000.0,1020000000.0,340000000.0,True
approve,0x2e5b4ebc3a0369692f52abee57fc65192f070828,0x2f26ee20599880fe14418f3fa9de84487f959aed,3000000000.0,0,0,9980000000.0,12980000000.0,4500000000.0,4500000000.0,True
transfer,0x6e3afba4610a3dd8412e0fc2b8f026e5951a3bb8,0xc87c06ede0ef63bd236e05573e0237c6a70d88a6,0,1110000000.0,0,8080000000.0,8080000000.0,1665000000.0,555000000.0,True
approve,0x69de6b0d86d06bfdf53dae32a556ca4d985c0b78,0xa673d50759a69e99c81654de2e31565c01ad27f4,1330000000.0,0,0,5160000000.0,6490000000.0,1995000000.0,1995000000.0,True
transfer,0x80b5a5542d68a83b04073dd4d1456d07ad0a9b61,0x708e5aa83e8f04736b3381ff27d2774306e5b753,0,4100000000.0,0,5510000000.0,5510000000.0,6150000000.0,2050000000.0,True
approve,0x814cd215ec840d94b0312485056c5bf4fe94bedc,0x59b704003e93eb81725c92c8b72c983eec1089b9,4710000000.0,0,0,4710000000.0,9420000000.0,7065000000.0,7065000000.0,True
approve,0x0db2380400da736cf3aa11c73a697f61a5687672,0xb4ed82d47ef56c67d59c3f562e0fbf58d2630aec,5850000000.0,0,0,8370000000.0,14220000000.0,8775000000.0,8775000000.0,True
approve,0x69085e12850908c0c4dade33932310361b28761b,0xab844ac687eebd56d2d7a2c8c9a18a5325bb6dde,7740000000.0,0,0,7890000000.0,15630000000.0,11610000000.0,11610000000.0,True
transfer,0x72bb7aabed518bc1f248d18f08a6c460c59ad5b6,0x7dfdedc662353134a7bcd72fc369c20d2ba0f3ec,0,8630000000.0,0,9480000000.0,9480000000.0,12945000000.0,12945000000.0,True
transferFrom,0x4158c1c6156bce4fb77b6e56570ab60d6d2ed4b8,0x0bc3d1f794ad6a226fe6b2af7402783c8799ad09,0,0,6890000000.0,7850000000.0,960000000.0,10335000000.0,3445000000.0,True
approve,0xe4690c05da4a0866c13b64d1df17267fad11b031,0x411fb028b325c78ef8773f49e0690651cf965367,7760000000.0,0,0,9920000000.0,17680000000.0,11640000000.0,11640000000.0,True
transferFrom,0xe1fcbd7fa8e3dbf9265a245510c1dee0ee4fe792,0xcff375d3e9fa5fcb2ea8d7052ade8d9ec3e765a5,0,0,990000000.0,7600000000.0,6610000000.0,1485000000.0,495000000.0,True
approve,0x44d4c58ace16e568e275de8bd459069151e683c1,0xc49376b40f49c228f4461d99711d3641d1c4449b,5000000000.0,0,0,8830000000.0,13830000000.0,7500000000.0,7500000000.0,True
transfer,0x933e7d833b1788719bfbb5d559415eed6f8c78cc,0xa13274cefed8a4c9d067fe22f54b92d473b1d7e0,0,150000000.0,0,6180000000.0,6180000000.0,225000000.0,75000000.0,True
transferFrom,0x3156f173d1c1bc772a7bd747f8324fa1d0094bf4,0xd831e896e00727565ef39eb7a2417e46d7adca3d,0,0,3070000000.0,8740000000.0,5670000000.0,4605000000.0,1535000000.0,True
transferFrom,0x10a73a57dbb5f2f867c5099d2703120e76a0c26e,0x9237eaba50d4a71ed6a14b1940e6d7f98fdc9b13,0,0,4340000000.0,6750000000.0,2410000000.0,6510000000.0,2170000000.0,True
transferFrom,0xd891f1fa8ef91384408c069b0dda8a07bb860bf5,0x128488b416d8dc33def447ad063f682f5d837b68,0,0,18123000000.0,8630000000.0,8630000000.0,13185000000.0,13185000000.0,False
transferFrom,0x0bf79d61ad63048c07b76cf40302e39dd05ce2c4,0x0209c429c1f3059c45764215db8588ac276d5d91,0,0,5820000000.0,6440000000.0,6440000000.0,8730000000.0,8730000000.0,False
transferFrom,0x5b8c348f8c1ae4991713f9742d62ce85404efd9a,0xa8c61c386bc8dc6fcbec6306df097d0019162a95,0,0,310000000.0,7920000000.0,7610000000.0,465000000.0,155000000.0,True
approve,0xc5871823b0b310057cc28d6820889319be3a3086,0xc736787f1adca66ac6af9ab47a140e855256d546,8690000000.0,0,0,9550000000.0,18240000000.0,13035000000.0,13035000000.0,True
transfer,0x7cffe21337b249e98e409e4d9803a1bd06ff09f2,0xd33e98537fb844b4b5bba7bf26f564f133e1327e,0,4700000000.0,0,5360000000.0,5360000000.0,7050000000.0,2350000000.0,True
transfer,0x6964750344eda5f5576d6a78b9709151803914e2,0x095eed44004d50f3b9df18b71704ad170f34092c,0,8310000000.0,0,7050000000.0,7050000000.0,12465000000.0,12465000000.0,True
transfer,0xc0916580a64555cfdd7fb730adaf844dcedfe501,0xe485905c7127feef68644bff9dc5abc2bc2708de,0,6520000000.0,0,5610000000.0,5610000000.0,9780000000.0,9780000000.0,True
approve,0xaac5b6914b638d832ebd83db297b1a2f38bffdfe,0xfbbd9f23ef7dba8fc2372cea8c4dabab60f514d6,6170000000.0,0,0,6290000000.0,12460000000.0,9255000000.0,9255000000.0,True
transfer,0x9fb05f3db7638b35d19fcb6c8a6339c7bc5615d4,0xac9e5c280a6d5f658cc1e72d5afc1f49e43826d3,0,3070000000.0,0,9350000000.0,9350000000.0,4605000000.0,1535000000.0,True
transfer,0xa83a2669132bac924f4f4cbb3047e5d32f07b926,0x5779146840b835de6fad2c15504bcce1355818a9,0,4670000000.0,0,8700000000.0,8700000000.0,7005000000.0,2335000000.0,True
transfer,0x2e84657749b8c888e09a8add8e84633ca092e505,0xd1ebee7970abeb369798f1ac6c25868a51c81a94,0,5370000000.0,0,7390000000.0,7390000000.0,8055000000.0,2685000000.0,True
approve,0x9f437e64678319eba40abe01ec5036134979037a,0xa7375b2b8a62497a287c5618805a719132674d94,8210000000.0,0,0,6990000000.0,15200000000.0,12315000000.0,12315000000.0,True
transferFrom,0x078cb29baaaccafc18ef3bbfe796e4bb9bdc2864,0x5d18a69fb55acf30891f9ab4a8e53e851786fc1b,0,0,840000000.0,840000000.0,0.0,1260000000.0,420000000.0,True
approve,0x2d2604cbb70b14d811390f132779f80211df6c89,0xb8734e75c5a3869eb0edfb7026de19fc992287bd,6560000000.0,0,0,9540000000.0,16100000000.0,9840000000.0,9840000000.0,True
approve,0x0a027a36b5764d98912a5627cfd3ad3771281abe,0x6f3a5ab840adcdcc8a6c0a4ef0166722d369887d,5950000000.0,0,0,5420000000.0,11370000000.0,8925000000.0,8925000000.0,True
transferFrom,0x08429f58daf96d802b3de706bf16cc64146900be,0x1063f4c73641f9cde45bba603aaee8f7aed1a44d,0,0,7050000000.0,5390000000.0,5390000000.0,10575000000.0,10575000000.0,False
transferFrom,0xfeef03e2e13d1314e1f4b15db21bf6cefb9ed1ec,0x455fe1240aa394fa4e700990ed34c85dbb6254ad,0,0,6060000000.0,9020000000.0,2960000000.0,9090000000.0,3030000000.0,True
approve,0x6fbfa3658d0a5e928c793984aef18d76d11f64ef,0x02f33e344c14e3cbca76be20cfcd242091198317,4660000000.0,0,0,8160000000.0,12820000000.0,6990000000.0,6990000000.0,True
transferFrom,0x61151daa7ee9649bba18c7ec3671883941798d6e,0xe00e2d7cfacc4a6992c51bbf0ded17ad728bf1d4,0,0,5980000000.0,6060000000.0,6060000000.0,8970000000.0,8970000000.0,False
transfer,0x2aaa13aac82fb9b1a1a360aa66258e3dd8b58235,0x311ad8f15f9a5518a4b05ed334f055903126468f,0,3650000000.0,0,5750000000.0,5750000000.0,5475000000.0,1825000000.0,True
transfer,0xe8c018a6a16f3fffa4e5eaed37b797b371a773af,0x0b61b07c2c96e349439384e85e5db3a4264128ac,0,60000000.0,0,5270000000.0,5270000000.0,90000000.0,30000000.0,True
transferFrom,0xc6b1b5454a414d8af4fb6533c93f7503507718ba,0xf337cde602b51ae1d194ddc0dff55e1385ee946a,0,0,3700000000.0,5700000000.0,2000000000.0,5550000000.0,1850000000.0,True
transferFrom,0xbb5bdfd4743a2f139e816093fb931488066ac69e,0x503b980d8b7492ad717759c2e0a571f54901dce2,0,0,3620000000.0,8390000000.0,4770000000.0,5430000000.0,1810000000.0,True
transferFrom,0xdc9d3534f522252f98bd7fa81aa9f3bbe34655ed,0x52a193a37d8b656daa818ad3c6a9ea35b5de8e1c,0,0,7700000000.0,7570000000.0,7570000000.0,11550000000.0,11550000000.0,False
transfer,0x885e0ceda7663b02e1262dd032dccc2c19d91304,0x4119a36a2df0ab4ddc6dd6a57f97148cdd60bb67,0,6150000000.0,0,9530000000.0,9530000000.0,9225000000.0,3075000000.0,True
transferFrom,0xdf17d3c003c7eb91f3f3ae68274e582bfe39e59a,0x684db9208e2fb9e3a9d1ad916c4d86ce6646db28,0,0,7440000000.0,7230000000.0,7230000000.0,11160000000.0,11160000000.0,False
transferFrom,0xeff25f06b5d4ce3d94ace1fb729c71d0b79399eb,0x7b9cf03e84e9af01776317d8e2ff0769cde134b0,0,0,1100000000.0,7970000000.0,6870000000.0,1650000000.0,550000000.0,True
transfer,0x4c36e0d6520080e1dc2f712e9fd9a58689f3e9ff,0xa756f6ed8ae30a0c4da38e823b8c4b6e1e88583b,0,3250000000.0,0,7100000000.0,7100000000.0,4875000000.0,1625000000.0,True
transferFrom,0x510c75ff3f38d10baf86e8b00a8af1f1ee3c8f69,0x4e6d8c27f0c634a494834404df490f47160b0ad5,0,0,1750000000.0,9100000000.0,7350000000.0,2625000000.0,875000000.0,True
transfer,0x2dab920eef19724df20927fefa26cbb9eac46310,0xfeb42134480c96697be48c3c812fd90a75b6ec92,0,1050000000.0,0,8330000000.0,8330000000.0,1575000000.0,525000000.0,True
transferFrom,0xf4835c84b7abc31ab51e3b91802e0c10f1086f83,0xef9aa9c3111ca5b92b1bad9f147a7cabe66a019d,0,0,140000000.0,8840000000.0,8700000000.0,210000000.0,70000000.0,True
transfer,0x0e935692995852c68d0b973ae814d0c3d625290c,0xc3a9248018bfc07723d1bafc3ef0bbcf40cea280,0,1970000000.0,0,8300000000.0,8300000000.0,2955000000.0,985000000.0,True
transferFrom,0x85ebb27c82e49eef48616045a50bb5c24041706d,0x0fabeb1eb47db318ea758d0f8b7aca6299a8f033,0,0,7160000000.0,8230000000.0,1070000000.0,10740000000.0,3580000000.0,True
transferFrom,0x7685266690a2eb026f92343fc557fea44abf19b4,0x21f005964d037c3cc1630a7f2fe38f5ce05c8d8b,0,0,7960000000.0,6120000000.0,6120000000.0,11940000000.0,11940000000.0,False
transfer,0xcc801e93e924cc7f885b2422481282d2dd95dbaf,0x16a5c1ede72928684b1e611473e0f57ec3e8469a,0,7040000000.0,0,7320000000.0,7320000000.0,10560000000.0,10560000000.0,True
transferFrom,0xffb510330b75a973fafd7b230c8811437381a858,0x1aa0e8976fca720cdf7e1eea72c233398bc48c55,0,0,7020000000.0,7020000000.0,0.0,10530000000.0,3510000000.0,True
approve,0x8bd1a366375cbc93c4628dcee792df398d17c237,0xadacbd7888055321c4b523b092b53fc4a09603c8,820000000.0,0,0,5370000000.0,6190000000.0,1230000000.0,1230000000.0,True
approve,0x1dec7bc422d8bca0d58081c96ddd86aa95ee5f58,0xfcff7902d1b58235b016eee622baeea1d9059c9f,2170000000.0,0,0,9590000000.0,11760000000.0,3255000000.0,3255000000.0,True
approve,0x9fb9cc9fe1ca7f608bb7f88a8e9321844a4bcf64,0x7b770449a8633d923bf139f0a2b6ba3fdf0c030a,1920000000.0,0,0,7860000000.0,9780000000.0,2880000000.0,2880000000.0,True
transfer,0xdcf39fb89a06665533c2f78903bc5e537b781754,0xfc0467edb89f02d13c15320469cac70353cfa2f7,0,6850000000.0,0,8010000000.0,8010000000.0,10275000000.0,3425000000.0,True
transfer,0x8bbc23e9760f882fc8ba9d61612ea3f67aeaadbd,0xa1ded807c6a0bebccc3cc9f97f9329524371d8fd,0,8840000000.0,0,9410000000.0,9410000000.0,13260000000.0,4420000000.0,True
transfer,0xd34f4c72302c5ce81aa6430cf5ea63b7ff7faca2,0xe6132b7ed06bf19baf4538da20064de893e583bc,0,4950000000.0,0,9970000000.0,9970000000.0,7425000000.0,2475000000.0,True
transfer,0x729fc2e04cd57322b06ad44a8faf07e719433a5d,0x7f6a64804838433c73a83e19fe0ebd187cd56252,0,9810000000.0,0,5950000000.0,5950000000.0,14715000000.0,4905000000.0,True
transfer,0x68544d5ca0467a92c6f77cd7757655aeff8093b9,0xeecc04c27977cdb2a651c1bcc549682bf72161d8,0,3090000000.0,0,8530000000.0,8530000000.0,4635000000.0,1545000000.0,True
transfer,0x34ee37402b736cc05037bb7345643c393fe187a5,0xf851e0e3cc1332d9af0bfc603ec60a653070fa88,0,7890000000.0,0,8260000000.0,8260000000.0,11835000000.0,3945000000.0,True
approve,0xa836403bc1b38ced483916b3324aeb24dd883682,0x2753f9ebb3f1d3e7b9ea802c2641ebbd4b1268f6,4050000000.0,0,0,6110000000.0,10160000000.0,6075000000.0,6075000000.0,True
approve,0x3b037c802e9e0667db21e700751e187cea578201,0xdc247df7d54b7c3dcbca92d83ffe4179197f16ce,2630000000.0,0,0,9060000000.0,11690000000.0,3945000000.0,3945000000.0,True
transferFrom,0x9ee6eaa1cd17430ca73676d4f497d201a6813973,0xb4d605de6351738c15184b4637f60075f6bda7fd,0,0,4060000000.0,9770000000.0,5710000000.0,6090000000.0,2030000000.0,True
transferFrom,0x1e37878472024b35fc75e0c585178e305b3b7cef,0x7c13d0f425c0cd3afd67c57fe7fc583c101015c0,0,0,3620000000.0,9650000000.0,6030000000.0,5430000000.0,1810000000.0,True
approve,0x49da21e1b929154d958b1ee23a2a00ae0160c186,0x378f200036dd1d403638471ddd02daf59fafed16,3360000000.0,0,0,5790000000.0,9150000000.0,5040000000.0,5040000000.0,True
approve,0x6e8b944be892f8285a9f2dddd7ba7034a782c2da,0xe28883822d8beea5715da09bc3bea5779e6ed0b5,9320000000.0,0,0,8400000000.0,17720000000.0,13980000000.0,13980000000.0,True
transfer,0x09111468644c4838c0a3df412b0beec7bb0fd806,0x05085a9f714fc6302b9d4a3c71ace0d1fe5c166d,0,7660000000.0,0,8480000000.0,8480000000.0,11490000000.0,3830000000.0,True
transfer,0xde20e550e8b6ff8f341c3a8e35d1a022807d6c11,0xcb6ca6d2a3e12138770ddd2b70205e7d742c3109,0,6400000000.0,0,9310000000.0,9310000000.0,9600000000.0,3200000000.0,True
approve,0x867a4e620517af76973139197be26595783fc387,0x9416e89e06c6a7213d3982ed84c2d9754bfbbd60,820000000.0,0,0,6960000000.0,7780000000.0,1230000000.0,1230000000.0,True
transfer,0x9cb9bcf8241b50e9e17e5ff0dcffc425bd265d5e,0x347e9edb5bcca4968067b1474c72e946a31fcc3f,0,4220000000.0,0,9180000000.0,9180000000.0,6330000000.0,2110000000.0,True
transfer,0x3b707944254cf6e1a4d4aaf303b1148bc03b29ed,0x6816be81c5a81d584975442bfce3b963fa64836a,0,5790000000.0,0,7770000000.0,7770000000.0,8685000000.0,2895000000.0,True
transferFrom,0x662430bbf0b4c8c64854a8055abaa450ea821bc5,0xe662a00842b280ed7a0d29d9b1b8beb3927949ce,0,0,280000000.0,6380000000.0,6100000000.0,420000000.0,140000000.0,True
transferFrom,0xebfe8d786dc3ed776377852ff2ee3d4fdb0f63d5,0x9ad2f4bbaff5ec9b2216414b502522f3300ead4c,0,0,220000000.0,5410000000.0,5190000000.0,330000000.0,110000000.0,True
transfer,0xbe013fe41f7f36696a0b0a090af960b3b6c5fb95,0x592e87b6dc907c78cb3d61b9883b0e63b20b721e,0,610000000.0,0,610000000.0,610000000.0,915000000.0,305000000.0,True
transferFrom,0x2a3c1928cc47c61a89d987a631f08bf2ad02f198,0x0b3f33a8dd1dccd873ae74d9f4e437e7fef79bfe,0,0,9030000000.0,8960000000.0,8960000000.0,13545000000.0,13545000000.0,False
transferFrom,0xaf32c4e094db3367aba8bf1004dac9bea87b0f52,0x42eef17c7473a4cda0af91f27f19c1bed325b209,0,0,1790000000.0,6040000000.0,4250000000.0,2685000000.0,895000000.0,True
transferFrom,0x280e5253f991e76151813006540a6931d7bbbf5e,0x24ad7c8373391461ea29ae5921a36fbf3242e7b1,0,0,2670000000.0,7760000000.0,5090000000.0,4005000000.0,1335000000.0,True
transferFrom,0xfa0aee70fe6138530d431b15f1bdce09f0f177ee,0x7893ae1e35330b02100d729efb6f7e8529a17084,0,0,6000000000.0,7990000000.0,1990000000.0,9000000000.0,3000000000.0,True
approve,0xd19eebe634ada5c93d0a36f69ba49e0d9d44d99c,0x3e687d72912eb2040db90d679ad822121bf004c2,1650000000.0,0,0,8990000000.0,10640000000.0,2475000000.0,2475000000.0,True
transferFrom,0x2231ba3bbb15515fc5b93c728e2638d13f55f9ca,0x374bba6994da61f370905e04686c8a66fb8454b4,0,0,8030000000.0,5470000000.0,5470000000.0,12045000000.0,12045000000.0,False
approve,0x6c3c0dbfdb9f3333a5cf1c4e8748053d3b60001c,0x00e2a24923365f1f0acafbf2c3e3903c93877f45,3870000000.0,0,0,10000000000.0,13870000000.0,5805000000.0,5805000000.0,True
approve,0xda4216ab09922d22a3c2e2ef42ed432523e9a812,0x9e5cb4be04451133c941ca3e46d3e3d0208b8455,9910000000.0,0,0,8610000000.0,18520000000.0,14865000000.0,14865000000.0,True
transfer,0xafc16738868326f3fc1c64b21a5e990696e26730,0x1a5c5aab7d478ec34c5089a46a64d5927d6e86fc,0,7200000000.0,0,8090000000.0,8090000000.0,10800000000.0,10800000000.0,True
transfer,0x8d400b29daf3576d55d73ad220f95fd39aaded28,0xc4cbd008a5cf330b6134736e97bd358201a95555,0,6700000000.0,0,5160000000.0,5160000000.0,10050000000.0,10050000000.0,True
transfer,0x5837107257b5fc3eedc2a823d180649e9d3e7098,0xc654fe4026ec421aca84167c1c719d8486cef38a,0,7720000000.0,0,8970000000.0,8970000000.0,11580000000.0,11580000000.0,True
transfer,0x8cf0b4cfff102fe9d3b39d394a22e6a897fea5af,0x133ab67cbc4c614365d5e9f52f3b8e75276a9fbf,0,1220000000.0,0,8790000000.0,8790000000.0,1830000000.0,610000000.0,True
transferFrom,0xba6467fc1b5e1f440576311c3bac4be313e772f7,0x7c2356645e901e6866f3a8d2eb2547022b59a2d3,0,0,3670000000.0,7590000000.0,3920000000.0,5505000000.0,1835000000.0,True
transfer,0x1ae2d13b1813aa8ab997c02100923843f755ea70,0xf5c10c9c7c4c5d0cfc08d82d9e3639c21ae4b754,0,6790000000.0,0,5980000000.0,5980000000.0,10185000000.0,3395000000.0,True
transfer,0xde7d94fd660e4b57b03e1b559f9e16ee71521e0f,0x95b7af13851f4e93836ed74647c96e38580104e7,0,2680000000.0,0,9160000000.0,9160000000.0,4020000000.0,1340000000.0,True
transferFrom,0xe9b3465d2c3b234ed5e808179c2644cf19d97a56,0xf56d18c0a2d9884598adbb0f081b13578fb69fc8,0,0,2690000000.0,5510000000.0,2820000000.0,4035000000.0,1345000000.0,True
transfer,0xae3634ba24659b3ca72de2f9ccc5909e75f30ab9,0x0583d06b3aa2c19b50928ebc73c0e5c3c6db6cc4,0,2210000000.0,0,6100000000.0,6100000000.0,3315000000.0,1105000000.0,True
transferFrom,0xac03c2411691976dcae496efb8afd1b0952e0f72,0x44e5197a5db01cf09d322d6611def8b614cf4154,0,0,1560000000.0,6730000000.0,5170000000.0,2340000000.0,780000000.0,True
approve,0xbde7af4b37a9dfeddc2ce231d2728e7f7fb82884,0x171fcd96de6915b9418f6ad8e91a12dae0d7bac1,6410000000.0,0,0,7210000000.0,13620000000.0,9615000000.0,9615000000.0,True
transfer,0x6400d6f4183338a401e4b10fd8bce25e80d7573c,0xe308e471e529085ba5869780077ee0e2cf97a259,0,2030000000.0,0,6090000000.0,6090000000.0,3045000000.0,1015000000.0,True
transferFrom,0xf4865beebd9a5fb3821b32418f381c4a18fceb12,0xe2b10cc01958bfffe6d1351464bb20033bd0424e,0,0,1400000000.0,5650000000.0,4250000000.0,2100000000.0,700000000.0,True
transfer,0xa8241a73fff09361fc70eebd08572759d34134c4,0xaa95774296cbc782af955a53569d8fb1c4444891,0,2930000000.0,0,6400000000.0,6400000000.0,4395000000.0,1465000000.0,True
transfer,0xa996389b6558aae70f3a3d869a3f2875572452be,0xea1cb8224c14d9cb146fc16cc5c1cf4284bff9a8,0,590000000.0,0,590000000.0,590000000.0,885000000.0,295000000.0,True
transferFrom,0xb5a905a3d656872b5fa2d0e6203a94f592a2c916,0x87a3ce66f4d644ae03d12b534dcdeb8d121a7c7f,0,0,4120000000.0,6250000000.0,2130000000.0,6180000000.0,2060000000.0,True
approve,0x30292dc7f6d04bbeb936091a2844f9cdcd8c8bee,0xdf58bff2888e9fd780615c599deb78f71cac3538,7310000000.0,0,0,8500000000.0,15810000000.0,10965000000.0,10965000000.0,True
approve,0x66e4b9a91e9724fac25a54f6187f4da853b7e708,0xf046d541cb016b5c673ada66faa663986d7806c4,2990000000.0,0,0,5010000000.0,8000000000.0,4485000000.0,4485000000.0,True
transfer,0x13236367eb8faa6600e94fcd97aa1d35efa74101,0x403fab0e02269be673b759e8bea43fb2dbb00d0d,0,7480000000.0,0,9510000000.0,9510000000.0,11220000000.0,3740000000.0,True
approve,0xc85fcd9bcf48715ba308e5e268969fc6b92f04b7,0x99a3eb9c15107542d95928f5278da0552e5d949a,7030000000.0,0,0,8490000000.0,15520000000.0,10545000000.0,10545000000.0,True
approve,0xd811a90f598045fc8572c7056dd0cbd0b7a482ec,0x98230c569c1157744e9f5e6b7adddfe05404164b,1480000000.0,0,0,6880000000.0,8360000000.0,2220000000.0,2220000000.0,True
approve,0xb28609d516ba06f4616e17ea5d609cefd8126238,0x4e3536e868a58c9482d8081ff4e8377b0e10388f,9260000000.0,0,0,9840000000.0,19100000000.0,13890000000.0,13890000000.0,True
transferFrom,0x3968fa309aa6ca0c1eeabfb4bdccc742c66ce48f,0x3bae85af67bcad8f0c0a66bbc959f754a3f17d65,0,0,2160000000.0,9230000000.0,7070000000.0,3240000000.0,1080000000.0,True
approve,0xef1985ebb03841beb95230fdcbb3753962e533c9,0x6f6e2e8c671a07c832a4f13556bc6b0ba0bdae89,9990000000.0,0,0,8860000000.0,18850000000.0,14985000000.0,14985000000.0,True
transferFrom,0x30c74456bdf460a27f006a22c1c252ba4c90c5cc,0x34a3be140fb5005045032e484221b1649baa6d0f,0,0,8420000000.0,9350000000.0,930000000.0,12630000000.0,4210000000.0,True
transferFrom,0xe33655972d220b624bc4f4ab30a4fb6bc79b9fee,0xdacc1b6dd928e21f281ac58d176fd5e16d5a546b,0,0,5780000000.0,5160000000.0,5160000000.0,8670000000.0,8670000000.0,False
approve,0x9fa0eb3a4b1f1fc0d456cd42da3080e8c16c0bb0,0xe7726bb447e01139a8daa376b33ea3100fac96e9,2950000000.0,0,0,6340000000.0,9290000000.0,4425000000.0,4425000000.0,True
approve,0xb441ad6d84153af66b8dbd2dac5099567c410d1d,0x77eba1916bd4a8279bbe5f555f9ee9d1b97d688a,7570000000.0,0,0,8430000000.0,16000000000.0,11355000000.0,11355000000.0,True
transferFrom,0x0aa341ed867ebc8fef07538cc272e76f0830d590,0x0d35f72c4c9ed9f28fccfcb2a0b745a285cd2306,0,0,5340000000.0,7120000000.0,1780000000.0,8010000000.0,2670000000.0,True
transfer,0xe189c32c340e4ea85ce135291262330048360ab7,0x9702111ddf0212dd2e69efae83b9b25e8308da10,0,7460000000.0,0,6230000000.0,6230000000.0,11190000000.0,3730000000.0,True
transfer,0x98e91b96c4d995c523802a5ece8ea38d976b73ac,0x68e43d5f718c32292865543f24081d8935cc87e9,0,5430000000.0,0,9610000000.0,9610000000.0,8145000000.0,2715000000.0,True
approve,0x422dc8fb0a07cbd898724f1ed11c0253e61a3cbf,0x88adce05e7155529a55a366366a5576281ff0561,4790000000.0,0,0,7160000000.0,11950000000.0,7185000000.0,7185000000.0,True
transferFrom,0xae7915c4a83f1709d23593436d04b912836646bb,0x71010a609a20bb2777da53e726255eaf569b25db,0,0,6990000000.0,9500000000.0,2510000000.0,10485000000.0,3495000000.0,True
